Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-13,India sweat before must-win game,pie chart,sports,22,3,2,1,colour,yes,no
Dec-13,Quick facts on the third Ashes Test: Aus vs Eng at Perth,ring chart,sports,23,1,1,1,colour,yes,no
Dec-13,"Wagner bounces out WI, Kiwis sweep series",jumbo figures,sports,23,4,1,1.5,colour,yes,no
Dec-13,How India uses contraceptives,"stacked bar chart, colour, map",lifestyle,i,2,2.5,5,colour,yes,no
Dec-13,Nehru's Lenin,"map, icons",lifestyle,ii,4,1,2,colour,yes,no
Dec-13,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,4,1.5,colour,no,no
Dec-14,Air quality in Delhi-NCR,"colour, bar chart",environment,6,4,3,2,colour,no,no
Dec-14,webpoll,pie chart,public opinion,10,3,2,1.7,colour,no,no
Dec-14,North Gujarat may decide fate of the grand old party,"map, stacked bar chart",politics,12,1,2,2,colour,yes,no
Dec-14,Navy's sub-sea power is below par,stacked bar chart,technology,13,2,2,2,colour,yes,no
Dec-14,About the Kalvari,jumbo figures,technology,13,1,2,1,colour,no,no
Dec-14,LPG scheme for poor running out of gas,"map, jumbo figures",development,17,1,1.5,4,colour,yes,no
Dec-14,Banks set to crack down on defaulters in RBI's second list,table,economic,21,2,2,2,colour,no,no
Dec-14,Q2 CAD widens to 1.2 % of GDP,"bar chart, line chart",economic,21,1,3,2.5,colour,no,no
Dec-14,"Rohit spanks Lanka, India level series",table,sports,23,1,1,6,b&w,no,no
Dec-14,Youngest Indians on Debut in ODIs,table,sports,23,2,2,2,colour,no,no
Dec-14,Captaincy made double ton special,"table, bar chart",sports,23,4,2,1.5,colour,no,no
Dec-14,Most sixes in a T20 innings,"table, bar chart",sports,23,3,2,1.5,colour,no,no
Dec-14,Honesty matters for Conte,"jumbo figures, table, bar chart",sports,25,"1, 2",4,4,colour,yes,no
Dec-14,Rohit's power play,"jumbo figures, bar chart",sports,i,2,3,6,colour,yes,no
Dec-14,The best evening show,"map, icons",lifestyle,ii,4,1,2,colour,yes,no
Dec-14,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,4,1.5,colour,no,no
Dec-15,"Gujarat will stand by Modi, Cong tally to rise: Exit polls","table, icons",politics,1,2,2,2,colour,yes,no
Dec-15,"GK, Nehru palace among areas chosen for new parking rules","map, bar chart",transport,3,2,1.5,1,colour,yes,no
Dec-15,Air quality in Delhi-NCR,"colour, bar chart",environment,5,"1, 2",3,2,colour,no,no
Dec-15,webpoll,pie chart,public opinion,8,3,2,1.7,colour,no,no
Dec-15,Winter and State of the highways,map,transport,8,4,3,4,colour,yes,no
Dec-15,Battle for Gujarat: district wise turnout,"jumbo figures, stacked bar chart",politics,10,"1, 2",8,2,colour,no,no
Dec-15,India generated 2 mn metric tonnes of e-waste in 2016,"bar chart, jumbo figures",environment,11,2,2,2.5,colour,no,no
Dec-15,"IAF closer to inducting Rafale jets, but still far from meeting desired strength",bar chart,technology,13,"1, 2",1.2,1,colour,yes,no
Dec-15,Cry in the wilderness,"map, ring chart, bar chart",environment,15,1,2.5,8,colour,yes,no
