Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-19,Opinion poll,"jumbo figures, list",public opinion,2,2,1.5,3,colour,no,no
Dec-19,BJP deepens urban support,table,politics,2,1,4,3,colour,no,no
Dec-19,Fee assistance support,table,education,4,"3, 4",8,2,colour,yes,no
Dec-19,Air quality,"ring chart, colour",environment,8,1,4,1,colour,no,no
Dec-19,"Christmas gift: violet line to link botanical garden, kalkaji mandir",map,transport,8,2,2,2,colour,no,no
Dec-19,Price of comodities,icons,economic,19,1,2.5,1,b&w,no,no
Dec-19,"sensex plunges over 800 points, rallies to close with 139-pts gain",line chart,sensex,11,2,2,2,b&w,no,no
Dec-19,farm loan waivers to raise state deficits by rs 1.08L cr,"jumbo figures, bar chart",economic,11,3,4,4,b&w,no,no
Dec-19,vote share,"jumbo figures, ring chart, line chart",politics,21,"1, 2",8,2.5,colour,no,no
Dec-19,seats tally,table,politics,21,2,1.2,2,b&w,yes,no
Dec-19,"BJP stops at 99, saurashtra powers Cong 77","map, table, line chart",politics,21,1,4,2.5,colour,no,no
Dec-19,rahul's temple run,list,politics,22,2,1.2,8,colour,yes,no
Dec-19,"Despite patidar, GST anger, BJP sweeps Surat","table, jumbo figures",politics,22,1,1.2,2,colour,no,no
Dec-19,vote share,"ring chart, jumbo figures, line chart",politics,24,"1, 2",8,2.5,colour,no,no
Dec-19,seats tally,table,politics,24,2,1.2,3,b&w,no,no
Dec-19,BJP wins but CM candidate looses,"map, colour",politics,24,1,1.2,3,colour,no,no
Dec-19,Decoding the BJP's victories: trends of continuity with some significant changes,table,politics,25,"1, 4",4,9,colour,yes,no
Dec-19,How anger fades but patidar didn't deliver for cong,table,politics,25,4,1.3,5,colour,yes,no
Dec-19,"As the gaffles mount, indian goalkeepers cut sorry figures in ISL",table ,sports,27,1,1.2,2,colour,yes,no
Dec-19,teammates shine on messi's off day,table,sports,28,2,1.2,4,colour,yes,no
Dec-20,Opinion poll,jumbo figures,public opinion,4,2,1.5,1.5,colour,no,no
Dec-20,jansatta.com is the #1 hindi news site in india,bar chart,public opinion,5,"3, 4",8,5,colour,yes,no
Dec-20,Air quality,"ring chart, colour",environment,6,1,4,1,colour,no,no
Dec-20,"Govt: more J&K incidents, better elsewhere",bar chart,administration,8,4,1.2,2,colour,no,no
Dec-20,"Losing of 6 of 9 seats in banaskantha dist, BJP ex-minister blames 'caste equation'","map, table",politics,9,4,1,4,b&w,yes,no
Dec-20,"muslims in gujarat polls: just a few candidates, tiny voteshare","bar chart, table",politics,13,"1, 2",2.5,5,colour,yes,no
Dec-20,csds post-poll survey: how gujarat's mood changed,table,politics,13,"3, 4",5,4,colour,no,no
Dec-20,Price of comodities,icons,economic,19,1,2.5,1,b&w,no,no
Dec-20,Domestic air traffic up 17% in Nov,list,transport,19,3,4,2.5,b&w,yes,no
Dec-20,Norway's high voltage EV push offers a template for india,table,development,21,"1, 2",5.5,4.5,colour,yes,no
Dec-21,"Democracy not just about numbers, also respecting each others views",list,development,2,"1, 4",2.5,7,colour,no,no
Dec-21,Opinion poll,jumbo figures,public opinion,2,3,1.5,1.5,colour,no,no
Dec-21,Ilyasi gets life term for killing wife 17 yrs ago,timeline,crime,3,2,2,3,colour,yes,no
Dec-21,Air quality,"ring chart, colour",environment,5,1,4,1,colour,no,no
Dec-21,Price of comodities,icons,economic,17,1,3,1,b&w,no,no
Dec-21,"RBI brings Bank of India under PCA, initiates fresh measures on UBI",area chart,economic,17,2,1,2,b&w,no,no
Dec-21,9690 paid more tax than 1 cr in 2014-15,list,economic,17,1,1,3.5,b&w,no,no
Dec-21,scorecard,table,sports,25,1,1.5,9,b&w,yes,no
Dec-21,"Bravo, the keeper of city's hopes",jumbo figures,sports,26,2,1.5,2,colour,yes,no
Dec-22,"what's darkening brahmaputra: landslide, not chinese machines",map,environment,3,3,1,1.5,colour,no,no
Dec-22,Opinion poll,jumbo figures,public opinion,4,3,1.5,2,colour,no,no
Dec-22,Air quality,"ring chart, colour",environment,5,1,4,1,colour,no,no
Dec-22,"Asean summit soon, pollution body calls for immediate steps",timeline,environment,6,2,1,2,colour,yes,no
Dec-22, 7th pay panel: Bill to double judges' salary introduced in Lok Sabha,table,administration,8,4,1.5,1,colour,no,no
Dec-22,Time they spent in jail,list,administration,11,2,1.3,7,colour,yes,no
Dec-22,Price of comodities,icons,economic,21,1,4,1,colour,no,no
Dec-22,"Post-2G fallout: auction-based approach, sectoral consolidation ",area chart,economic,21,"1, 2",3,2,colour,no,yes
Dec-22,"DB realty, Unitech rally up tp 20% on 2G case verdict",table,economic,21,1,2,2,colour,no,no
Dec-22,Baccy to the future,line chart,economic,23,3,2.5,3,colour,yes,no
Dec-22,man united out of their league,jumbo figures,sports,26,1,1.2,3,colour,yes,no
Dec-23,"from jail near patiala, a trail to thai border, rohingya arms route",map,crime,1,3,1,1.5,colour,no,no
Dec-23,Opinion poll,jumbo figures,public opinion,2,3,1,1.5,colour,no,no
Dec-23,Air quality,"ring chart, colour",environment,3,1,4,1,colour,no,no
Dec-23,"Gujarat 2017, lessons for all ",table,politics,15,2,1,3,b&w,no,yes
Dec-23,Price of comodities,icons,economic,19,1,3,1,colour,no,no
Dec-23,banks lost nearly Rs 17k cr due frauds last fiscal,list ,economic,19,"2, 3",4,4,colour,no,yes
Dec-23,Benchmark bond yeild ends at 17-month high,area chart,economic,20,2,1,2,colour,no,no
Dec-23,Fraudulent practices under govt scanner; info sought from states,table,development,21,2,2.5,3,colour,no,yes
Dec-23,"Data analysis, AI to have signifiant impact on real estate landscape",list,technology,21,3,2.5,3,colour,yes,no
Dec-23,scorecard,table,sports,26,4,1.2,8,b&w,no,no
Dec-23,Ball by ball score,"process, colour",sports,26,"3, 4",6.5,1,colour,yes,no
Dec-23,"New season, new teams & renewed rivalries",table,sports,27,2,1.3,2,b&w,yes,no
Dec-23,High noon at bernabeu,jumbo figures,sports,28,2,1,3,colour,yes,no
Dec-23,haryana urban development authority,"table, list",development,28,4,5,5,colour,no,no
Dec-23,A win win relationship through synergies,table,foreign affairs,32,"1, 2",4,3,colour,yes,no
Dec-24,public opinion,jumbo figures,public opinion,4,3,1.3,2,colour,no,no
Dec-24,Air quality,"ring chart, colour",environment,5,1,4,1,colour,no,no
Dec-24,You certainly don't,list,campaign,5,4,4,10,colour,no,yes
Dec-24,calling them back,jumbo figures,lifestyle,13,4,1,4,colour,yes,no
Dec-24,"with 24% share in cess, maharashtra, UP toplist",table,economic,21,2,2,6.7,b&w,no,no
Dec-24,117 firms raised Rs 62736cr via IPOs in apr-nov fy18,jumbo figures,economic,21,"3, 4",4,4,colour,no,yes
Dec-24,prithvi's world,timeline,sports,24,"3, 4",2.7,5,colour,yes,no
Dec-25,Opinion poll,jumbo figures,entertainment,2,2,1.3,2,colour,no,no
Dec-25,hidden city of homeless,"map, jumbo figures",lifestyle,6,"1, 2, 3, 4",3.5,6,colour,yes,no
Dec-25,bridge across Hiran river led BJP to victory in sankheda,table,politics,7,3,1,1,colour,yes,no
Dec-25,Between the headlines,jumbo figures,lifestyle,11,3,1,5,colour,no,no
