Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
20,Bradman reaches near Steve smith in Test rating marks,jumbo figures,sports,15,"3, 4",3.5,1.1,colour,yes,no
20,congress waves its flag in 14 states and BJP in 5 states,"jumbo figures, table, ring chart, map",politics,i,"2, 3",4,7.8,colour,yes,no
21,Anti smog gun trial fails,"table, jumbo figures",technology,1,4,1.5,1.1,colour,yes,no
21,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
21,Job alert,jumbo figures,lifestyle,6,"2, 3",2,3.3,colour,no,yes
21,Most popular Facebook pages,bar chart,lifestyle,10,3,2.5,2.2,b&w,no,yes
21,Sensex,icons,sensex,11,"1, 2",6,0.6,b&w,no,no
21,No. of millionaires increases by 23.5% in india,jumbo figures,lifestyle,11,1,1.5,1.1,b&w,yes,no
21,Law is helpless in saving children from crime,"table, jumbo figures",crime,13,2,1.5,2.8,colour,no,yes
21,Pradhyuman case,timeline,crime,13,1,1,3.3,colour,no,no
21,India's biggest win in T-20,"table, jumbo figures",sports,16,"1, 2",2,6.7,b&w,yes,no
22,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
22,Job alert,jumbo figures,lifestyle,8,"2, 3",2,3.3,colour,no,yes
22,Most popular in online shopping,pie chart,lifestyle,12,3,2.5,2.2,b&w,no,yes
22,Sensex,icons,sensex,13,"1, 2",6,0.6,b&w,no,no
22,Average pay of tax-payers in assessment year 2015-16,table,lifestyle,13,1,1,1.7,b&w,no,no
22,Online poll,bar chart,politics,17,3,1.5,2.2,colour,no,no
22,Vidharbha to reach in finals for first time after defeating karnataka,jumbo figures,sports,18,2,1.2,1.3,colour,yes,no
22,Chance to grab the series,jumbo figures,sports,18,1,1,2.2,colour,yes,no
22,"Mitali Raj, Ekta and Harmanpreet in ICC team",jumbo figures,sports,18,4,1,0.3,colour,yes,no
23,"Rohit makes a record, hits century in 35 balls",jumbo figures,sports,1,1,1,1.1,colour,yes,no
23,Two arrested in bikaner's land case,jumbo figures,crime,1,1,1,0.3,colour,yes,no
23,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
23,"Magenta line metro takes you there in 19 min, where it would have otherwise taken 1 hr",timeline,transport,2,"1, 2, 3, 4",3,3.3,b&w,yes,no
23,"After 2011, Friday was the hottest day",table,weather,2,4,1,2.2,colour,yes,no
23,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
23,Sensex,icons,sensex,15,"1, 2",6,0.6,b&w,no,no
23,Online poll,bar chart,politics,19,3,1.5,2.2,colour,no,no
23,No compitition with Saina for premier badminton league :Sindhu,jumbo figures,sports,21,"1, 2",1,1.1,colour,yes,no
23,Captain Rohit's game make india win the series,"table, jumbo figures",sports,21,"1, 2, 3, 4",3.5,5.6,b&w,yes,no
24,Bhopal gang rape : culprits will get lifetime imprisonment in 52 days,jumbo figures,crime,1,3,1,0.6,colour,yes,no
24,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
24,Job alert,jumbo figures,lifestyle,6,"2, 3",2,3.3,colour,no,yes
24,Air gets better at the weekend,table,environment,8,2,1,1.1,b&w,yes,no
